Transaction_ID,Customer_ID,Transaction_Date,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products
9834230,36618,2023-04-08 23:44:12,9,125.3530675,1128.177607,Clothing,Zara,Dress,Good,Same-Day,Debit Card,Delivered,4,Maxi dress
2920608,70468,2023-06-07 18:20:07,10,457.548939,4575.48939,Home Decor,Bed Bath & Beyond,Kitchen,Excellent,Express,Credit Card,Delivered,5,Oven
6663060,48134,2023-05-26 06:43:55,5,339.7805366,1698.902683,Books,HarperCollins,Thriller,Good,Express,PayPal,Delivered,4,Mystery
2712496,12844,2023-03-19 09:26:43,9,467.4983444,4207.4851,Electronics,Sony,Smartphone,Excellent,Standard,Debit Card,Delivered,5,LG G
3273495,15529,2023-03-24 02:29:49,5,373.9085422,1869.542711,Clothing,Adidas,Jacket,Bad,Standard,Debit Card,Delivered,1,Parka
7190649,48399,2023-10-04 12:13:10,10,24.68689584,246.8689584,Books,Penguin Books,Non-Fiction,Bad,Same-Day,Debit Card,Delivered,1,Business
6754464,97358,2023-09-26 18:40:15,5,345.7787076,1728.893538,Books,Penguin Books,Non-Fiction,Good,Same-Day,PayPal,Delivered,3,Health
8789753,17462,2023-06-25 17:17:04,8,139.4986613,1115.989291,Books,Random House,Non-Fiction,Good,Standard,Cash,Delivered,4,Travel
2419420,29099,2024-01-20 17:47:57,3,25.84155694,77.52467081,Electronics,Samsung,Tablet,Average,Same-Day,PayPal,Delivered,2,iPad
4317419,88320,2023-05-15 06:55:27,8,184.9413061,1479.530449,Books,HarperCollins,Non-Fiction,Good,Standard,PayPal,Delivered,3,Biography
6904288,59517,2023-07-10 09:34:46,10,478.3219414,4783.219414,Clothing,Zara,Jeans,Average,Same-Day,PayPal,Delivered,2,Distressed jeans
9830740,58418,2024-02-27 21:31:11,3,163.3179943,489.9539828,Electronics,Apple,Smartphone,Average,Standard,Debit Card,Delivered,2,iPhone
4175282,20615,2023-04-17 06:26:17,7,294.6506845,2062.554791,Books,Penguin Books,Fiction,Bad,Express,Credit Card,Delivered,1,Dystopian
7369457,12250,2024-01-08 07:34:22,4,354.8077948,1419.231179,Clothing,Zara,Shirt,Bad,Standard,Credit Card,Delivered,1,Flannel shirt
6800169,91529,2023-08-07 17:32:40,4,57.81218809,231.2487523,Books,Random House,Fiction,Average,Express,Cash,Delivered,2,Horror
9181634,94616,2023-10-16 17:28:05,4,299.8822411,1199.528964,Clothing,Adidas,T-shirt,Excellent,Same-Day,Debit Card,Delivered,4,Long-sleeve tee
5035731,98730,2023-05-25 21:42:55,8,226.5055465,1812.044372,Home Decor,IKEA,Lighting,Bad,Same-Day,Credit Card,Delivered,1,Under cabinet lighting
7451217,25053,2023-06-07 23:07:36,9,233.3246789,2099.92211,Grocery,Coca-Cola,Juice,Bad,Standard,Debit Card,Delivered,1,Pomegranate juice
8005897,74765,2024-01-18 07:08:13,6,101.7333839,610.4003036,Home Decor,Home Depot,Furniture,Average,Same-Day,PayPal,Delivered,2,Nightstand
5489534,81680,2024-01-18 19:10:30,3,124.4316393,373.294918,Electronics,Samsung,Television,Average,Standard,PayPal,Delivered,2,Android TV
8780456,43896,2023-07-18 19:08:17,10,322.6857462,3226.857462,Clothing,Zara,Shirt,Bad,Express,Cash,Delivered,1,Blouse
4689082,53908,2023-09-04 21:23:19,7,451.7608877,3162.326214,Clothing,Zara,Jeans,Bad,Express,Cash,Delivered,1,Bootcut jeans
5686506,57331,2024-02-08 03:02:33,7,432.7403594,3029.182515,Books,HarperCollins,Thriller,Good,Same-Day,Cash,Delivered,3,Legal thriller
3945148,41699,2024-02-08 07:28:10,7,468.3750531,3278.625372,Grocery,Coca-Cola,Water,Good,Standard,Debit Card,Delivered,4,Alkaline water
2982837,79656,2023-10-13 23:43:28,4,395.6005575,1582.40223,Home Decor,Bed Bath & Beyond,Bedding,Bad,Same-Day,Debit Card,Delivered,1,Throw pillow
4654793,30876,2023-09-02 14:17:53,7,440.4896737,3083.427716,Home Decor,Home Depot,Tools,Excellent,Standard,PayPal,Delivered,4,Pliers
9928706,42296,2023-07-07 09:57:12,4,47.37488081,189.4995232,Electronics,Samsung,Television,Average,Express,PayPal,Delivered,2,Plasma TV
5425410,56587,2023-04-14 22:09:27,1,161.3711784,161.3711784,Clothing,Nike,Shoes,Bad,Standard,Debit Card,Delivered,1,Flip flops
9577427,87551,2023-08-14 21:56:54,6,292.5928869,1755.557322,Clothing,Nike,Shoes,,Standard,Credit Card,Delivered,,Flip flops
4197160,60487,2023-12-28 10:59:13,7,245.6526404,1719.568483,Books,HarperCollins,Non-Fiction,Good,Standard,Debit Card,Delivered,4,Travel
9825455,62241,2023-08-23 21:14:00,5,352.1533461,1760.76673,Clothing,Nike,Shoes,Average,Same-Day,Debit Card,Delivered,2,Oxfords
4128382,17454,2023-04-29 17:01:09,7,417.6462243,2923.52357,Electronics,Apple,Laptop,Good,Same-Day,Credit Card,Delivered,4,Dell XPS
8758530,99195,2024-01-22 05:33:09,6,344.6601349,2067.96081,Electronics,Sony,Smartphone,Bad,Same-Day,Debit Card,Delivered,1,Xiaomi Mi
1912171,75740,2024-01-12 13:28:49,8,302.523839,2420.190712,Grocery,Pepsi,Juice,Average,Same-Day,Cash,Delivered,2,Tomato juice
1004232,61018,2023-04-08 14:56:10,4,223.1581935,892.632774,Electronics,Sony,Television,Excellent,Same-Day,Credit Card,Delivered,4,OLED TV
1285936,74115,2023-09-15 14:25:59,10,418.6754444,4186.754444,Home Decor,IKEA,Furniture,Excellent,Express,Debit Card,Delivered,4,Wardrobe
7924687,17022,2024-01-27 11:34:29,7,362.8530495,2539.971346,Home Decor,Bed Bath & Beyond,Kitchen,Good,Standard,Cash,Delivered,3,Dishwasher
7573675,25320,2023-10-30 04:38:29,7,355.136604,2485.956228,Clothing,Nike,Shorts,Bad,Standard,Credit Card,Delivered,1,Khaki shorts
2320789,35038,2023-08-18 05:23:34,3,272.3308798,816.9926394,Books,HarperCollins,Non-Fiction,Bad,Same-Day,Cash,Delivered,1,Self-help
3709060,87634,2023-05-14 23:01:14,10,382.5816686,3825.816686,Grocery,Coca-Cola,Soft Drink,Excellent,Same-Day,Debit Card,Delivered,4,Cream soda
3969018,91887,2023-03-30 10:00:41,5,429.3160955,2146.580477,Clothing,Nike,Shorts,Excellent,Express,Debit Card,Delivered,5,Cargo shorts
7788846,48916,2023-03-06 11:14:46,1,232.8926658,232.8926658,Books,Penguin Books,Children's,Bad,Same-Day,Cash,Delivered,1,Educational kits
3132319,24243,2023-11-22 11:56:50,9,212.4373594,1911.936234,Home Decor,Bed Bath & Beyond,Kitchen,Good,Standard,Debit Card,Delivered,3,Dishwasher
8354283,94801,2024-01-15 15:46:45,9,22.17552123,199.5796911,Home Decor,IKEA,Lighting,Good,Express,Credit Card,Delivered,3,Under cabinet lighting
7547898,79510,2023-03-01 01:42:32,2,31.76355494,63.52710987,Grocery,Pepsi,Soft Drink,Average,Same-Day,Debit Card,Delivered,2,Lemon-lime soda
6487146,47000,2023-09-27 22:42:48,8,254.3512219,2034.809775,Clothing,Zara,Jeans,Average,Same-Day,Debit Card,Delivered,2,Boyfriend jeans
5164472,90022,2023-07-26 09:40:59,2,327.0013084,654.0026168,Grocery,Pepsi,Juice,Excellent,Standard,Debit Card,Delivered,5,Orange juice
8832412,16402,2023-08-27 08:38:33,7,434.7947683,3043.563378,Electronics,Sony,Television,Average,Express,Debit Card,Delivered,2,QLED TV
8876992,63515,2023-09-25 19:50:43,9,337.8017573,3040.215816,Home Decor,IKEA,Furniture,Bad,Express,PayPal,Delivered,1,Sofa
1779789,10781,2023-12-09 20:30:59,5,222.6027209,1113.013604,Home Decor,IKEA,Lighting,Good,Express,Credit Card,Delivered,3,Table lamps
7608098,61230,2024-01-29 13:15:58,3,195.409023,586.2270691,Clothing,Adidas,Shoes,Bad,Standard,Debit Card,Delivered,1,Sneakers
3379213,76516,2024-02-02 11:00:10,8,107.3775231,859.0201846,Home Decor,IKEA,Lighting,Bad,Same-Day,Debit Card,Delivered,1,Under cabinet lighting
4925191,27975,2023-05-03 00:17:08,5,147.6157127,738.0785635,Grocery,Pepsi,Water,Good,Same-Day,Cash,Delivered,3,Purified water
7505345,68945,2023-03-01 10:59:34,2,25.82580962,51.65161923,Books,Random House,Non-Fiction,Good,Same-Day,Credit Card,Delivered,3,Self-help
2425159,15718,2023-08-05 15:54:21,2,113.6336266,227.2672531,Clothing,Nike,Shoes,Good,Express,Debit Card,Delivered,4,Flip flops
8501901,86959,2023-09-11 12:07:16,2,183.8020753,367.6041506,Clothing,Zara,Shirt,Good,Same-Day,Debit Card,Delivered,3,Sweatshirt
2163521,50772,2023-11-30 04:44:03,10,183.9496904,1839.496904,Electronics,Apple,Smartphone,Average,Express,Credit Card,Delivered,2,Motorola Moto
4110450,48076,2024-01-10 04:19:17,8,472.5018074,3780.014459,Clothing,Adidas,Shoes,Average,Same-Day,Credit Card,Delivered,2,Slippers
1420921,54353,2023-08-29 23:44:07,9,491.9297823,4427.368041,Clothing,Adidas,Shoes,Average,Express,Cash,Delivered,2,Boots
1936483,65201,2024-02-08 14:43:07,9,359.5439141,3235.895227,Grocery,Nestle,Coffee,Bad,Same-Day,Credit Card,Delivered,1,Macchiato
4078317,70218,2023-07-03 15:18:14,4,384.3763861,1537.505545,Electronics,Samsung,Television,Excellent,Same-Day,Debit Card,Delivered,5,LCD TV
6941409,98832,2023-05-19 19:04:47,3,140.5325248,421.5975744,Clothing,Nike,T-shirt,Bad,Standard,Debit Card,Delivered,1,Plain tee
6335973,18580,2023-05-19 22:43:24,3,140.4984587,421.4953762,Home Decor,IKEA,Decorations,Bad,Express,Cash,Delivered,1,Mirrors
2580525,85859,2024-01-12 22:10:24,9,481.145815,4330.312335,Clothing,Adidas,Jacket,Excellent,Standard,PayPal,Delivered,5,Denim jacket
6948975,83229,2023-04-10 04:04:22,6,66.1142354,396.6854124,Books,Random House,Non-Fiction,Average,Express,PayPal,Delivered,2,Psychology
5762032,44253,2023-09-20 18:40:56,3,145.5308496,436.5925489,Home Decor,IKEA,Lighting,Bad,Express,PayPal,Delivered,1,Recessed lighting
1714864,45761,2023-07-15 22:14:50,5,453.411402,2267.05701,Books,HarperCollins,Thriller,Average,Express,Credit Card,Delivered,2,Action
7386319,78593,2023-11-10 05:39:16,4,255.5878878,1022.351551,Clothing,Zara,Shirt,Good,Same-Day,PayPal,Delivered,4,Polo shirt
5572124,69917,2023-04-29 15:02:21,10,147.0376903,1470.376903,Home Decor,Home Depot,Decorations,Average,Same-Day,Credit Card,Delivered,2,Rugs
1919043,36256,2023-07-05 13:49:04,2,254.9662261,509.9324522,Grocery,Nestle,Coffee,Average,Express,Cash,Delivered,2,Espresso
6692458,75060,2023-04-29 14:54:04,5,95.09676086,475.4838043,Clothing,Nike,Shorts,Average,Same-Day,Debit Card,Delivered,2,Bermuda shorts
4060381,43417,2023-12-24 13:02:40,4,71.82405413,287.2962165,Clothing,Zara,Dress,Bad,Same-Day,PayPal,Delivered,1,Shift dress
4399142,37556,2023-08-31 02:56:46,7,481.0383931,3367.268751,Home Decor,Home Depot,Furniture,Good,Express,Debit Card,Delivered,4,Desk
4859992,13084,2024-02-13 11:03:40,8,297.9775625,2383.8205,Electronics,Samsung,Smartphone,Good,Express,Credit Card,Delivered,4,Sony Xperia
6933622,64996,2023-07-30 10:27:03,3,84.44798963,253.3439689,Books,HarperCollins,Thriller,Good,Same-Day,Cash,Delivered,3,Mystery
5708243,22920,2023-09-16 13:41:45,7,113.7106429,795.9745001,Clothing,Nike,Shorts,Good,Standard,Credit Card,Delivered,3,Khaki shorts
4025580,88210,2023-09-24 08:02:01,6,455.5985158,2733.591095,Grocery,Pepsi,Soft Drink,Excellent,Standard,PayPal,Delivered,4,Cream soda
5695185,55928,2023-10-24 01:46:02,3,456.9460031,1370.838009,Electronics,Samsung,Smartphone,Excellent,Same-Day,PayPal,Delivered,5,iPhone
1030553,39687,2023-08-07 03:50:33,8,89.11436067,712.9148853,Home Decor,Bed Bath & Beyond,Bathroom,Excellent,Same-Day,Cash,Delivered,5,Sink
6749603,82133,2023-11-11 02:43:19,7,178.0799898,1246.559929,Home Decor,Home Depot,Decorations,Good,Standard,Credit Card,Delivered,3,Sculptures
8353195,79943,2023-04-20 01:33:03,5,239.6797542,1198.398771,Home Decor,IKEA,Lighting,Bad,Same-Day,Cash,Delivered,1,Wall sconces
7418505,46871,2023-08-02 20:47:15,4,204.0359632,816.1438528,Electronics,Samsung,Smartphone,Bad,Express,Debit Card,Delivered,1,iPhone
6053009,25340,2023-04-13 21:08:25,8,297.0855861,2376.684688,Clothing,Adidas,Shoes,Good,Express,PayPal,Delivered,3,High heels
4501047,80225,2023-07-15 15:17:28,2,248.2286505,496.457301,Home Decor,IKEA,Furniture,Average,Express,Credit Card,Delivered,2,Bed
1805906,41352,2023-11-20 12:35:09,1,140.8050915,140.8050915,Books,Random House,Non-Fiction,Bad,Standard,Cash,Delivered,1,Business
8432350,75310,2023-05-30 00:43:13,10,269.9888959,2699.888959,Grocery,Nestle,Snacks,Good,Same-Day,Credit Card,Delivered,3,Cheese snacks
5274627,85598,2023-08-28 09:48:54,8,75.29193296,602.3354637,Electronics,Apple,Laptop,Average,Standard,PayPal,Delivered,2,Microsoft Surface Laptop
7971148,58905,2023-08-25 06:24:06,9,269.3854075,2424.468667,Clothing,Zara,Jeans,Bad,Same-Day,Debit Card,Delivered,1,High-waisted jeans
7918188,97636,2023-06-05 03:42:12,1,315.8943863,315.8943863,Grocery,Coca-Cola,Soft Drink,Excellent,Same-Day,Cash,Delivered,4,Ginger ale
1524315,16097,2023-06-14 19:25:56,8,456.1297581,3649.038064,Home Decor,IKEA,Furniture,Good,Express,Credit Card,Delivered,3,Dining table
8710006,80663,2023-12-20 02:10:17,4,351.5071345,1406.028538,Books,Penguin Books,Fiction,Bad,Standard,Debit Card,Delivered,1,Historical fiction
2022851,92558,2024-02-12 14:01:37,7,456.7919834,3197.543884,Books,HarperCollins,Fiction,Bad,Standard,PayPal,Delivered,1,Horror
2115037,36595,2023-04-23 12:48:59,10,425.3537983,4253.537983,Home Decor,IKEA,Decorations,Average,Standard,Credit Card,Delivered,2,Mirrors
3367001,32809,2023-08-22 10:37:33,9,340.7148226,3066.433403,Electronics,Apple,Laptop,Average,Standard,Debit Card,Delivered,2,Razer Blade
2263405,33554,2023-03-14 19:30:46,7,460.4479387,3223.135571,Books,HarperCollins,Non-Fiction,Average,Same-Day,Credit Card,Delivered,2,History
2888100,62983,2023-03-12 09:22:31,6,149.2470999,895.4825995,Books,Penguin Books,Children's,Good,Standard,Cash,Delivered,4,Sports equipment
4391009,58435,2023-03-11 01:52:20,2,66.21581205,132.4316241,Books,Random House,Fiction,Bad,Standard,Credit Card,Delivered,1,Romance
7757102,56084,2024-01-22 11:09:49,6,83.67034592,502.0220755,Grocery,Coca-Cola,Soft Drink,Good,Express,Debit Card,Delivered,3,Root beer
1000043,91680,2023-11-23 08:23:26,10,285.6747531,2856.747531,Electronics,Apple,Smartphone,Excellent,Same-Day,PayPal,Delivered,4,OnePlus
3263463,76525,2023-12-25 21:26:03,6,237.1643569,1422.986141,Grocery,Pepsi,Juice,Average,Express,Debit Card,Delivered,2,Grapefruit juice
9809509,44488,2024-01-18 06:55:39,6,92.40519035,554.4311421,Home Decor,Bed Bath & Beyond,Bedding,Good,Standard,Debit Card,Delivered,4,Bed skirt
5122375,89826,2023-08-12 15:40:57,8,162.5606518,1300.485214,Clothing,Nike,Shorts,Good,Standard,Debit Card,Delivered,3,Swim trunks
9626506,15333,2023-04-23 17:35:32,3,249.3720036,748.1160108,Clothing,Zara,Dress,Average,Same-Day,PayPal,Delivered,2,Sundress
6654161,95893,2023-04-29 10:35:32,10,184.881977,1848.81977,Books,Random House,Literature,Excellent,Standard,PayPal,Delivered,4,Contemporary literature
7214446,80956,2023-05-19 09:24:13,10,37.74152758,377.4152758,Grocery,Nestle,Coffee,Average,Standard,Debit Card,Delivered,2,Cappuccino
9418148,75635,2023-07-27 11:47:10,1,378.5009684,378.5009684,Books,Penguin Books,Children's,Bad,Same-Day,Debit Card,Delivered,1,Art supplies
3755975,43845,2023-06-16 08:44:59,9,487.4595836,4387.136252,Clothing,Nike,T-shirt,Good,Express,Credit Card,Delivered,3,Long-sleeve tee
7039605,42063,2023-06-15 10:54:33,5,407.6711411,2038.355706,Grocery,Nestle,Snacks,Good,Same-Day,Credit Card,Delivered,3,Fruit snacks
3936707,29157,2023-10-25 19:47:50,2,214.8516434,429.7032868,Home Decor,Bed Bath & Beyond,Bathroom,Good,Same-Day,Credit Card,Delivered,3,Soap dispenser
6543650,43846,2023-06-19 18:10:16,5,126.1790192,630.8950958,Grocery,Pepsi,Water,Bad,Standard,Debit Card,Delivered,1,Coconut water
9889180,66218,2023-09-16 21:30:36,8,94.98954939,759.9163951,Clothing,Adidas,Shoes,Bad,Same-Day,Cash,Delivered,1,Boots
9076988,68902,2023-04-02 04:03:14,2,328.7524083,657.5048167,Books,Penguin Books,Fiction,Excellent,Standard,Debit Card,Delivered,5,Dystopian
3840868,69464,2023-10-08 17:54:52,4,84.05416236,336.2166495,Electronics,Sony,Smartphone,Excellent,Same-Day,Cash,Delivered,5,Motorola Moto
6162693,59455,2023-10-10 19:50:16,8,487.8627912,3902.90233,Electronics,Samsung,Tablet,Good,Standard,Debit Card,Delivered,3,Amazon Fire Tablet
8917830,50922,2024-01-17 17:45:32,2,472.5380031,945.0760062,Books,Penguin Books,Fiction,Excellent,Express,Debit Card,Delivered,5,Mystery
7527108,85840,2023-09-23 16:23:23,1,418.9175913,418.9175913,Books,HarperCollins,Thriller,Excellent,Same-Day,Cash,Delivered,5,Detective
6716810,71435,2023-03-02 17:35:02,8,226.7125039,1813.700031,Electronics,Sony,Smartphone,Bad,Standard,Cash,Delivered,1,LG G
8782498,71439,2023-05-28 06:53:38,6,245.0563543,1470.338126,Home Decor,Home Depot,Tools,Bad,Standard,Debit Card,Delivered,1,Level
2165649,51757,2023-11-12 15:56:27,4,107.0298019,428.1192076,Home Decor,IKEA,Decorations,Good,Express,Credit Card,Delivered,4,Clocks
1482650,40692,2023-11-03 15:53:39,1,408.0577399,408.0577399,Grocery,Pepsi,Juice,Excellent,Same-Day,Cash,Delivered,5,Cranberry juice
8280767,20749,2023-10-24 05:40:17,2,49.44717214,98.89434429,Clothing,Zara,Dress,Excellent,Same-Day,Debit Card,Delivered,4,Sundress
7739118,18865,2023-04-28 06:05:04,2,303.3410973,606.6821947,Clothing,Adidas,T-shirt,Good,Same-Day,Cash,Delivered,3,Crop top
1704987,44590,2023-07-28 11:41:35,5,84.10576123,420.5288062,Clothing,Nike,Shorts,Average,Same-Day,Debit Card,Delivered,2,Board shorts
1480577,22702,2023-09-29 18:48:25,5,199.0243444,995.1217222,Electronics,Sony,Television,Excellent,Standard,Cash,Delivered,4,HDR TV
7685132,58211,2023-07-10 00:08:48,6,396.742354,2380.454124,Books,HarperCollins,Fiction,Good,Standard,Debit Card,Delivered,3,Literary fiction
5761823,21481,2023-06-28 23:48:22,10,48.09673581,480.9673581,Grocery,Nestle,Chocolate,Average,Standard,Credit Card,Delivered,2,Milk chocolate
9546367,71628,2023-05-18 00:21:40,10,124.9691241,1249.691241,Clothing,Adidas,Jacket,Bad,Express,Debit Card,Delivered,1,Varsity jacket
6627343,15420,2023-09-21 21:00:36,9,352.3427738,3171.084964,Electronics,Samsung,Television,Good,Standard,Credit Card,Delivered,4,QLED TV
1767299,60704,2023-07-16 15:31:30,9,369.9680699,3329.712629,Home Decor,Home Depot,Furniture,Bad,Same-Day,Cash,Delivered,1,Sofa
2116221,35318,2023-12-24 23:55:02,7,82.3132926,576.1930482,Clothing,Adidas,Shoes,Average,Express,PayPal,Delivered,2,Flip flops
2162451,11832,2023-06-28 11:29:04,2,28.73329801,57.46659602,Clothing,Adidas,Shoes,Bad,Standard,PayPal,Delivered,1,Flip flops
5527827,34034,2023-11-18 22:03:33,5,21.17162323,105.8581162,Grocery,Pepsi,Water,Bad,Standard,Credit Card,Delivered,1,Spring water
1946023,23939,2023-06-21 13:41:32,3,241.533207,724.599621,Grocery,Nestle,Snacks,Good,Same-Day,Debit Card,Delivered,4,Trail mix
5733280,68830,2023-05-22 14:21:52,2,318.361973,636.7239459,Books,Penguin Books,Non-Fiction,Average,Express,Credit Card,Delivered,2,Health
7325869,43947,2023-09-05 01:46:05,5,315.4379978,1577.189989,Electronics,Apple,Tablet,Excellent,Express,PayPal,Delivered,5,Acer Iconia Tab
8523805,86273,2023-05-14 23:32:29,2,165.8657661,331.7315322,Grocery,Pepsi,Soft Drink,Bad,Standard,PayPal,Delivered,1,Fruit punch
2919697,14186,2023-08-13 12:28:01,9,44.34923653,399.1431288,Electronics,Sony,Smartphone,Good,Same-Day,PayPal,Delivered,3,Nokia
1013208,66454,2023-05-17 09:07:44,3,258.21678,774.6503399,Home Decor,Home Depot,Furniture,Good,Same-Day,PayPal,Delivered,4,Dresser
9089342,44426,2023-04-10 16:30:41,5,175.3279196,876.639598,Grocery,Pepsi,Soft Drink,Average,Express,Cash,Delivered,2,Cream soda
1531688,82847,2023-07-04 22:32:43,7,76.13323968,532.9326778,Electronics,Sony,Television,Good,Standard,Debit Card,Delivered,4,Android TV
6519289,75629,2023-07-28 18:38:27,1,480.7598853,480.7598853,Books,Penguin Books,Non-Fiction,Good,Same-Day,PayPal,Delivered,4,History
2451402,36990,2023-09-21 08:45:33,4,270.3478684,1081.391474,Electronics,Sony,Smartphone,Good,Express,Credit Card,Delivered,3,Huawei P
2677487,99442,2023-09-09 20:43:48,6,206.6765203,1240.059122,Books,HarperCollins,Fiction,Good,Standard,Credit Card,Delivered,4,Mystery
7716348,96794,2023-04-05 15:51:16,5,126.5765764,632.8828818,Home Decor,IKEA,Decorations,Excellent,Express,Cash,Delivered,5,Decorative pillows
7364466,33927,2023-06-10 03:02:41,1,57.57520939,57.57520939,Home Decor,Home Depot,Furniture,Bad,Same-Day,PayPal,Delivered,1,TV stand
5714400,12933,2023-10-22 02:54:17,3,135.245777,405.7373311,Grocery,Nestle,Snacks,Good,Express,PayPal,Delivered,4,Nuts
9661372,77590,2023-10-24 10:19:00,3,446.0401371,1338.120411,Home Decor,IKEA,Decorations,Bad,Express,Credit Card,Delivered,1,Rugs
6299928,91692,2023-08-28 03:58:08,2,452.3456693,904.6913386,Books,HarperCollins,Fiction,Excellent,Express,Cash,Delivered,5,Dystopian
5923120,81161,2023-09-24 06:28:20,2,303.1483904,606.2967809,Clothing,Nike,T-shirt,Average,Express,Debit Card,Delivered,2,Crew neck tee
9868301,42379,2023-09-30 07:07:37,9,484.2738886,4358.464997,Clothing,Nike,Shorts,Bad,Same-Day,Credit Card,Delivered,1,Skorts
8645700,76987,2024-02-20 21:30:55,6,269.7462687,1618.477612,Books,HarperCollins,Fiction,Average,Express,Cash,Delivered,2,Romance
3619673,89494,2023-07-10 21:24:31,6,240.4571417,1442.74285,Electronics,Sony,Smartphone,Good,Express,Credit Card,Delivered,3,Nokia
9257217,89460,2023-12-09 19:28:54,8,121.1408918,969.1271346,Home Decor,Home Depot,Tools,Good,Standard,Debit Card,Delivered,4,Drill
7260733,83541,2023-09-17 21:50:27,1,142.2241706,142.2241706,Electronics,Sony,Headphones,Good,Standard,PayPal,Delivered,3,Studio headphones
7287342,97961,2023-03-05 11:16:41,7,26.39849825,184.7894878,Electronics,Samsung,Smartphone,Average,Standard,Debit Card,Delivered,2,Samsung Galaxy
8694936,70814,2023-04-29 22:47:07,10,238.0104354,2380.104354,Books,Random House,Fiction,Excellent,Same-Day,Cash,Delivered,5,Literary fiction
1278438,25239,2023-03-06 20:26:22,10,235.1529889,2351.529889,Electronics,Apple,Smartphone,Bad,Express,Credit Card,Delivered,1,Xiaomi Mi
7409718,96124,2023-05-04 09:08:27,5,23.59671849,117.9835924,Clothing,Zara,Jeans,Bad,Same-Day,Credit Card,Delivered,1,Skinny jeans
8302111,85101,2023-07-10 07:12:32,9,276.491153,2488.420377,Grocery,Pepsi,Juice,Average,Standard,Credit Card,Delivered,2,Pineapple juice
5695672,91611,2023-09-22 20:23:01,5,353.3880686,1766.940343,Clothing,Nike,Shorts,Average,Same-Day,Credit Card,Delivered,2,Chino shorts
4467545,29219,2023-07-01 14:54:51,3,365.3932198,1096.179659,Books,Random House,Fiction,Average,Same-Day,Debit Card,Delivered,2,Horror
5403029,77667,2023-10-31 00:55:11,8,453.703332,3629.626656,Clothing,Nike,T-shirt,Excellent,Standard,PayPal,Delivered,4,Graphic tee
2055859,99290,2024-02-06 00:14:05,9,323.6667744,2913.00097,Home Decor,Home Depot,Tools,Excellent,Standard,Credit Card,Delivered,5,Utility knife
1191423,44052,2023-05-15 06:07:34,10,267.4628103,2674.628103,Electronics,Apple,Tablet,Average,Standard,Credit Card,Delivered,2,Sony Xperia Tablet
5475240,48073,2023-03-08 13:55:47,9,240.0932918,2160.839626,Home Decor,Home Depot,Furniture,Excellent,Same-Day,PayPal,Delivered,4,Coffee table
9172742,77125,2023-06-10 10:32:48,10,341.2029096,3412.029096,Grocery,Nestle,Chocolate,Good,Express,Debit Card,Delivered,3,Dark chocolate
7113673,75157,2023-03-31 15:34:30,1,302.1774115,302.1774115,Electronics,Apple,Tablet,Good,Standard,Cash,Delivered,3,Acer Iconia Tab
4110953,45012,2023-04-22 03:35:45,9,451.6008053,4064.407248,Books,Random House,Literature,Bad,Express,PayPal,Delivered,1,Poetry
4051408,33336,2024-01-25 03:22:18,2,443.7450875,887.490175,Clothing,Adidas,Shoes,Average,Standard,Credit Card,Delivered,2,Oxfords
7593077,74721,2023-11-29 05:49:06,9,269.2225258,2423.002732,Clothing,Nike,Shoes,Bad,Express,Cash,Delivered,1,Flip flops
6611136,29584,2023-03-10 17:38:03,3,372.5369812,1117.610944,Home Decor,Home Depot,Decorations,Average,Express,PayPal,Delivered,2,Rugs
4708340,51475,2023-03-08 06:17:11,10,400.9108526,4009.108526,Grocery,Nestle,Snacks,Bad,Express,Cash,Delivered,1,Fruit snacks
5828847,14525,2024-02-09 06:24:20,9,420.4270662,3783.843596,Electronics,Samsung,Television,Excellent,Standard,PayPal,Delivered,4,LCD TV
4718625,41151,2023-10-13 01:26:04,10,415.1265701,4151.265701,Grocery,Nestle,Chocolate,Excellent,Standard,PayPal,Delivered,4,Chocolate mousse
7572141,85222,2023-12-20 02:40:46,3,382.8379336,1148.513801,Electronics,Apple,Tablet,Good,Standard,Cash,Delivered,3,Microsoft Surface
9884375,12465,2023-10-11 02:19:45,5,188.9116963,944.5584815,Books,HarperCollins,Non-Fiction,Average,Express,Cash,Delivered,2,Memoir
1206043,63954,2023-04-14 08:29:10,1,10.48469281,10.48469281,Clothing,Adidas,Shoes,Average,Express,Credit Card,Delivered,2,Loafers
5451831,59017,2024-01-31 18:22:00,8,360.1501451,2881.201161,Home Decor,IKEA,Furniture,Bad,Express,PayPal,Delivered,1,Bookshelf
2956130,87022,2023-08-17 20:15:31,7,247.9696406,1735.787484,Books,Penguin Books,Children's,Average,Same-Day,Debit Card,Delivered,2,Toys
5749331,73676,2023-11-24 23:31:20,4,274.8927757,1099.571103,Clothing,Zara,Dress,Good,Express,Credit Card,Delivered,3,Sundress
3948046,52095,2023-06-09 13:16:00,10,278.0294965,2780.294965,Home Decor,Home Depot,Tools,Bad,Same-Day,Debit Card,Delivered,1,Screwdriver set
8049968,92859,2024-01-03 06:35:50,7,449.1730502,3144.211351,Books,HarperCollins,Thriller,Excellent,Same-Day,Credit Card,Delivered,5,Techno-thriller
